flags,instruction,category,intent
BILP,would it be possible to delete a {{Account Category}} account?,ACCOUNT,delete_account
BL,assistance to see your refund policy,REFUND,check_refund_policy
BIQS,is it possible to order from {{Delivery Country}},DELIVERY,delivery_options
BILMZ,where do I check the cancellation penalties ?,CANCEL,check_cancellation_fee
BLQ,need help to see at what time i can call customer support,CONTACT,contact_customer_service
BLMQ,i dont know what i have to do to order a few of ur article,ORDER,place_order
BLMQZ,i need assistance checking the early termintaion fees,CANCEL,check_cancellation_fee
BLQW,want help editing my bloody personal data,ACCOUNT,edit_account
BLQ,want help to make a complaint against your business,FEEDBACK,complaint
BIL,where can I set the delivery address up?,SHIPPING,set_up_shipping_address
BCL,"I want to see your reimbursement policy, I need assistance",REFUND,check_refund_policy
BLMQ,need help acquiring a few of ur product,ORDER,place_order
BILQ,what do i have to do to check when will my parcel arrive,DELIVERY,delivery_period
BILMQZ,can uhelp me downloading my bils from {{Person Name}},INVOICE,get_invoice
BL,I need assistance to submit my feedback about your products,FEEDBACK,review
BL,I need information about correcting the shipping address,SHIPPING,change_shipping_address
BILQ,is it possible to obtain a restitution of money,REFUND,get_refund
BLZ,I expect a reimbursmeent of {{Refund Amount}} dollars,REFUND,track_refund
BILQZ,where do ileave feedback about a product,FEEDBACK,review
BELZ,Iam looking for information about opening a {{Account Category}} account,ACCOUNT,create_account
BIL,how to send some feedback about your company?,FEEDBACK,review
BLQZ,i need assistance to check how long the shgipment takes,DELIVERY,delivery_period
BLZ,I don't know how to list the payment  methods,PAYMENT,check_payment_methods
BL,assistance to request my money back,REFUND,get_refund
BKLM,reimbursing {{Refund Amount}} dollars,REFUND,get_refund
BELMZ,I do ont know what to do to acquire some items,ORDER,place_order
BL,I want to know about receiving your company newsletter,SUBSCRIPTION,newsletter_subscription
BLQ,want help signing up to the newsletter,SUBSCRIPTION,newsletter_subscription
BEL,I do not know how to see the early termination penalty,CANCEL,check_cancellation_fee
BIL,how do I submit another delivery address?,SHIPPING,set_up_shipping_address
BL,I need help submitting a different delivery address,SHIPPING,set_up_shipping_address
BLM,I want to see what shipment methods I can choose,DELIVERY,delivery_options
BL,I don't know how I can change to the gold account,ACCOUNT,switch_account
BL,I need help trying to update the shipping address,SHIPPING,change_shipping_address
BKLM,change details on standard account,ACCOUNT,edit_account
BLPQ,i dont know how i could inform of an error with signup,ACCOUNT,registration_problems
BQ,I'm trying to contact customer service,CONTACT,contact_customer_service
BEL,I am trying to find information about my access key recovery,ACCOUNT,recover_password
BCIL,"I want to modify my user, can you help me?",ACCOUNT,edit_account
BL,help seeing order {{Order Number}} status,ORDER,track_order
B,"show me invoice #85632",INVOICE,check_invoice
BCILQ,wanna get the bill from {{Person Name}} how to do it,INVOICE,get_invoice
BLQ,I'm trying to check the eta of purchase {{Order Number}},ORDER,track_order
BIL,can I change to the {{Account Category}} account?,ACCOUNT,switch_account
BCLM,"I purchased some items, help me cancel order {{Order Number}}",ORDER,cancel_order
BLP,I would like to cancel the subscription to the newsletter,SUBSCRIPTION,newsletter_subscription
BCIPQ,i have to change an item of order {{Order Number}} will uhelp me,ORDER,change_order
BILM,how can I purchase several of your article?,ORDER,place_order
BLQW,i have to see the goddamn ETA of purchase {{Order Number}},ORDER,track_order
BLQZ,I have gotto retrieve my user pwd,ACCOUNT,recover_password
BCILPQW,I'd like to list the fucking payment methods how do i do it,PAYMENT,check_payment_methods
BEL,I cannot cancel my company newsletter subscription,SUBSCRIPTION,newsletter_subscription
BILW,can you help me to change to the goddamn {{Account Type}} account?,ACCOUNT,switch_account
BLNQ,i cant see if there is anything wrong with my reimbursement,REFUND,track_refund
BLM,I need help buying some of your article,ORDER,place_order
BIL,can you help me obtain a compensation of my money?,REFUND,get_refund
BCIP,"I have got to edit my user, how could I do it?",ACCOUNT,edit_account
BLZ,help talking  with a live agent,CONTACT,contact_human_agent
BILM,what do I have to do to notify of a problem with payments?,PAYMENT,payment_issue
BIL,what do I have to do to change to the standard account?,ACCOUNT,switch_account
BLQ,want assistance to see the shipping options,DELIVERY,delivery_options
BLQ,I'm trying to close my {{Account Category}} account,ACCOUNT,delete_account
BZ,I need assistancde cancelling order {{Order Number}},ORDER,cancel_order
BZ,help cnceling order {{Order Number}},ORDER,cancel_order
BCILQ,need to update the data included on my account how to do it,ACCOUNT,edit_account
BLMZ,notify of issues wiht payment,PAYMENT,payment_issue
BILPQ,could ya help me to unsubscribe from ur company newsletter,SUBSCRIPTION,newsletter_subscription
BE,"I do not know what I have to do to check my invoice #00108",INVOICE,check_invoice
BIL,can I list the available payment methods?,PAYMENT,check_payment_methods
BILQZ,can ya help me submit some feedback about ur esrvices,FEEDBACK,review
BKL,editing information on {{Account Category}} account,ACCOUNT,edit_account
BLQZ,need to seee at what time i can contact customer support,CONTACT,contact_customer_service
BLQ,i expect a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund
BL,question about cancelling purchase {{Order Number}},ORDER,cancel_order
BLQ,assistance seeing ur money back guarantee,REFUND,check_refund_policy
BLQ,I'm calling to lodge a claim against ur organization,FEEDBACK,complaint
BLQ,i want help canceling purchase {{Order Number}},ORDER,cancel_order
BLM,I have problems entering a different shipping address,SHIPPING,set_up_shipping_address
BLQZ,i need assistance seeing the cancellaion penalty,CANCEL,check_cancellation_fee
BLZ,help me editingorder {{Order Number}},ORDER,change_order
BL,I need to speak with someone,CONTACT,contact_human_agent
BILZ,is there an e-mail toleave feedback for your company?,FEEDBACK,review
BCELQ,I'm not registered i want assistance creating a {{Account Type}} account,ACCOUNT,create_account
BLMQ,need help switching some articles of order {{Order Number}},ORDER,change_order
BILZ,can I check  how soon can I expect my package?,DELIVERY,delivery_period
BELMZ,I do not know how I can inform of problems with signuo,ACCOUNT,registration_problems
BILMQ,how can i inform of problems with online payment,PAYMENT,payment_issue
BL,I don't know how I can change to the platinum account,ACCOUNT,switch_account
BL,I call to make a customer complaint,FEEDBACK,complaint
BL,I don't know how I can change to the pro account,ACCOUNT,switch_account
BQZ,wanna switch to the platinum accoun,ACCOUNT,switch_account
BI,is it possible to cancel order {{Order Number}}?,ORDER,cancel_order
BCLP,"I would like to locate order {{Order Number}}, I need help",ORDER,track_order
BLM,troubles setting the new delivery address up,SHIPPING,set_up_shipping_address
BILP,could you help me update order {{Order Number}}?,ORDER,change_order
BLQ,i need assistance to check the accepted payment modalities,PAYMENT,check_payment_methods
BILM,how can I notify of an error with online payments?,PAYMENT,payment_issue
BL,I need to swap an item of order {{Order Number}},ORDER,change_order
BILQ,uhave a free number to talk to customer service,CONTACT,contact_customer_service
BELM,I do not know what I have to do to notify of payment issues,PAYMENT,payment_issue
BL,check my bill from {{Person Name}},INVOICE,check_invoice
BLQ,need assistance reporting a problem with payment,PAYMENT,payment_issue
BIL,how do I check what payment payment modalities are accepted?,PAYMENT,check_payment_methods
BIL,how can I find information about my premium account removal?,ACCOUNT,delete_account
BCIL,"I want to list the payment methods, can I get some help?",PAYMENT,check_payment_methods
BCILM,"I paid {{Currency Symbol}}{{Refund Amount}} for an order, can you help me receive a rebate?",REFUND,get_refund
BKL,updating platinum account,ACCOUNT,edit_account
BLQZ,neeed assistance setting my secondary shipping address up,SHIPPING,set_up_shipping_address
BLQZ,i want help to recver my user account pwd,ACCOUNT,recover_password
BLZ,I am trying toclose the standard account,ACCOUNT,delete_account
BLMQ,i need assistance to notify of troubles with payment,PAYMENT,payment_issue
BILQ,where do i enter my shipping address,SHIPPING,set_up_shipping_address
BL,"find bill #37777",INVOICE,check_invoice
BLMQZ,wanna reeive restitutions of my money,REFUND,get_refund
BILQ,can i check when my package is gonna arrive,DELIVERY,delivery_period
BISZ,is it possible to place an order from {{Delivery City}} ?,DELIVERY,delivery_options
BL,I want help doing a purchase,ORDER,place_order
BL,I want help seeing in which cases can I ask for a refund,REFUND,check_refund_policy
BL,I don't know how I can talk with customer assistance,CONTACT,contact_customer_service
BIL,how do I use the freemium profile?,ACCOUNT,switch_account
BLZ,"I need help checking the biol #37777",INVOICE,check_invoice
BILQ,can ya help me lodge a claim against ur organization,FEEDBACK,complaint
BLQZ,i have got to see ur refund poliicy,REFUND,check_refund_policy
BCINZ,"I doln't want order {{Order Number}}, can you cancel it?",ORDER,cancel_order
BIL,can you help me restore the key of my user profile?,ACCOUNT,recover_password
BLZ,I try to list your available payment methoids,PAYMENT,check_payment_methods
BLQZ,have a problem with the deletio of my premium account,ACCOUNT,delete_account
B,I want help creating a pro account,ACCOUNT,create_account
BILMQ,can ya help me notify of problems with sign-up,ACCOUNT,registration_problems
BLW,I don't know how I can set up the goddamn shipping address,SHIPPING,set_up_shipping_address
BL,I need help checking the options for shipping,DELIVERY,delivery_options
BILP,could you help me inform of a problem with registrations?,ACCOUNT,registration_problems
BL,assistance to speak with a live agent,CONTACT,contact_human_agent
BCL,"I have to check when will my package arrive, help me",DELIVERY,delivery_period
BKL,talk to person,CONTACT,contact_human_agent
BELMQZ,i do not know whst to do to shop a few of ur item,ORDER,place_order
BILW,how do I demand a bloody compensation of my money?,REFUND,get_refund
BILMPQ,would it be possible to report issues with sign-up,ACCOUNT,registration_problems
BIL,how can I subscribe to the company newsletter?,SUBSCRIPTION,newsletter_subscription
BEL,I do not know what I need to do to talk with an assistant,CONTACT,contact_human_agent
BCILZ,"I want  to list your payment options, can you help me?",PAYMENT,check_payment_methods
BKL,new gold account,ACCOUNT,create_account
BCIL,"I can't understand you, can you help me contact a person?",CONTACT,contact_human_agent
BLQZ,i have got to see the status of my newsletter subvscription,SUBSCRIPTION,newsletter_subscription
BILQ,how long till i receive a rebate,REFUND,get_refund
BLQ,i want help to list ur payment modalities,PAYMENT,check_payment_methods
BLQZ,i want assistance to send some  feedback about a service,FEEDBACK,review
BLQ,i want help speaking to someone,CONTACT,contact_human_agent
BLQ,I'm waiting for a reimbursement of {{Refund Amount}} dollars,REFUND,track_refund
BL,I don't know how I can speak with an operator,CONTACT,contact_human_agent
BILPW,could you help me to remove the damn standard account?,ACCOUNT,delete_account
BKLM,updating details on {{Account Category}} account,ACCOUNT,edit_account
